가게_평점,평점에_참여한_인원,방문자_리뷰,리뷰_총인원
4.4,26,/ㅎ/딱 옛날통닭 맛이라 가끔 생각날 때 먹기 좋아요/굿/배진화통닭 처음 먹어보는데 너무 맛있었어요!사장님도 친절하시구 메뉴도 다양해요ㅎㅎ조만간 재방문할게요!/바삭하고 너무 맛있어여 가성비 무엇 ㅋㅋㅋㅋㅋㅋ최고의 치킨집/우리동네 찐맛집/맛있어요/저렴한 맛에 먹어요! 약간 오버쿡되었지만 짭조름하고 바삭해요!/싸고 맛있어요/맛있어요,10
0.0,0,없음,0
0.0,0,없음,9
4.78,63,"/우리동네 바스크치즈케이크맛집!! 정말 정말 맛있어요!! 치즈류 디저트는 안좋아하는데 젬마가면 무조건 바치케 먹습니다ㅎㅎㅎ 사장님도 친절하시고 아담하지만 분위기도 이뻐요~~~♥ 르뱅쿠키도,스콘류도 맛있지만 바치케! 완전 강추합니다./소사역에서 가까운 상가에 있어서 방문하기 좋았어요. 손님이 많아서 못찍었지만 인테리어도 따듯한 느낌으로 너무 예뻐요. 커피는 두가지 중에 원두 선택할 수 있어서 취향이 다른 사람끼리 가도 좋을것같네요. 남편이 뭐 맛있다는 소리 잘 안하는데 여기 치즈케이크 엄청 맛있대요 ㅎㅎ 마지막으로 사 장님 넘 친절하심. 재방문하고 싶은 곳이에요./아기자기하고 분위기 좋아요! 조용히 책 읽기 좋아요!/테이블이 많지는 않지만 맛과 분위기가 좋았어요 원두도 선택할 수 있는데 산미 있는 라떼가 생각보다 괜찮았어요 프랜차이즈에서 먹는 바닐라라떼는 특유의 쨍한 맛이 있는데 여기는 바닐라빈으로 직접 제조하셔서 진짜 맛있었어요.. 스콘도요,, 그리고 재즈 선곡도 좋아서 경쾌하지만 가볍지 않으면서 무겁지도 않은 이 카페 특유의 느낌이 좋아요 여유에 잔잔히 스며드는게 묘하고 소중한 느낌의 카페 같았어요 잘 머물다 가요💓/일요일에 못가서 아쉬운 우리동네 디저트맛집... 조용하고 인테리어도 너무 예쁘고 사장님두 친절하셔요!/재방문인데 좋아요/커피맛두 굿~인테리어도 감각있어요^^/정말 디저트가 맛있는 카페예요~~ 사는곳이 소새울역 부근이라 자주 못가지만 바스크치즈케이크도 르뱅쿠키도,스콘도 너무 맛있는 곳이이예요~~~ 사 장님도 친절하시고 넓진않지만 분위기도 모던하고 이쁘고 손에 꼽히는 맛집이예요♥ 오늘도 잘먹고갑니다~~~/인테리어 멋진 곳 갈릭크로와상 진짜 맛있어요/커피맛있고 친절하신 사장님 💕",46
4.52,22,/맛있어요/시원하고 맛있어요.,2
0.0,0,/핫바닐라라떼 감기기운 있을 때 마셨는데 정말 맛있었어요/커피 맛있어요/커피가 맛있어요/텀블러는 200원 할인해주십니다 라떼가 맛있는 카페 크림라떼 마셔봤는데 크림도 맛있었어요 에그타르트도 1500원인데 맛있어요/커피맛이 좋으네요^^/청귤에이드 맛있었어요 상큼하니/굿굿/좋아요/사장님께서 일일이 취향 기억하시고 서비스도 챙겨주셔서 자꾸 감동/인테리어 이쁘고 편안해요~ 커피도 👍,42
0.0,0,"/매일 퇴근 후 이곳에서 커피& 디저트를 구매하는것이 루틴이 되어버렸네요 ^^ 아메리카노가 정말 꼬소합니다. 원두가 정말 신선하게 관리되고 있는것 같아요. 특히 그 끝맛의 꼬숩하고 찐한 후미가 너무 좋아요 .. 너무 고급스러운맛.. :) 곁들어 먹을 수 있는 베이커리 스콘도 너무 감칠맛 나네요..ㅎㅎㅎ ㅎ 음료랑 같이 먹다보면 식욕이 땡기는 기분좋은 느낌?ㅎㅎ 별거 아닐수도 있지만 포장할때마다 참 행복합니다 ^^/매장 자주방문하는데 오늘은 포장 주문했어요! 커피맛도 좋구 넘 더워서 썸머라떼 주문햇어영~ 시원하고 달달하니 최고에요👍🧡/알게되고 범박동에서부터 오고있어요! 진짜 공간 너무 이쁘고, 메뉴들 하나하나 다 맛있어요. 소문 많이내고 자주 올게요:)!!/작은카페지만~커피맛 좋구 디저트종류가 약간 아쉽지만~~/연남동에 있을거 같은 멋진카페가 우리동네에 있어서 좋아요☕️/커피맛이좋아요~/커피도 맛있고 매장이 깔끔해요/맛있어요!!/카페가 조용해서 좋았습니다.",31
4.74,39,/맛있다는 느낌은 못받았어요 싱겁달까.. 그냥 고기먹는느낌이였어요/테이블 사이의 거리도 넓은편이고 음식도 맛있어서 좋았어요!!/고기도 저렴하고 사이드도 맛나요! 새로생긴 매장이라 그런가 깨끗하고 좋습니당!/가격도 넘 착한데 ㅠ 고기도 신선하고 푸짐하게 배터지게 먹고갑니당 !! 계란찜 된장찌개 서비스도 넘 좋어요 ㅠㅠㅠㅠ 다음에 또 올게용!!!!/계란찜이랑된장맛이애매한맛 걍그랬음/가성비가 넘치고 대표님이 친절하십니다. 긍정적인 기운을 받아갑니다/사장님 친절하고 고기도 맛있어요^^/소고기 저렴하고 맛있게 즐기실수 있는곳입니다./좋아요,27
4.43,58,/해산물쌀국수 주문했는데 냉동해산물인데 신선도도 떨어져서 해물은 아예 입에도 대기 싫었네요/좋아요 !/오픈때부터 방문해왔지만 리뷰는 처음이네요 오랜만에 방문해서 늘먹던 메뉴를 시켰는데 맛이 좀 변했더군요.. 스파이시 쌀국수는 좀 많이 새콤해져서 반을 남기고 왔습니다.. 그치만 양은 항상 많아서 좋았구요 다만 늘 주시던 스프링롤을 이번엔 안주시더라구요 배달어플에선 리뷰이벤트라고 주시던데 안주시는줄 알았으면 저희도 그냥 배달 시켜먹을걸 그랬네요/친절해요/좋아요/파인애플볶음밥과 사천해물볶음쌀국수 먹었는데요. 전체적으로 간이 잘 안베어있어요. 면도 좀 불은것같고..별로 맛은 없는편이예요. 그리고 물병이 더러워서 물은 안마셨습니다. 너무너무 배고프고 돈이 아까워서 최대한 먹고 나왔어요../가격만큼 양이 많아 배불리 먹습니다./국물이 맛있고 스몰도 양이 많네요~/맛있었어요! 서비스도 주셔서 배터지게 잘 먹었습니다!,24
4.31,88,/리얼초코맛 도넛 너무 맛있어요!!! 가격도 착해서 쟁여둡니다~~~🍩🍩🍩🍩/도넛맛있어요~/맛나요/녹차자바칩 진짜 맛있어요!!!!!!/맛있어요/내부도 예쁘게 꾸며놓으셨어요! 디저트는 넘 귀엽지만 무난한 맛! 가격은 저렴한 편이에요 ㅎㅎ/좋아요/분위기는 좋은데 뭔가 관리가 안되는 느낌이 있어요/커피도 도넛도 너무 잘 먹었습니다~ 달지않고 맛있었어요!!!!/와플이 너무 질기고 딱딱해요.,44
4.54,241,"/맛도맛있공~~~~~ 오래기다렸어서그런건지 김말이하나더튀겨주셨어요! 국물후레이크도있어좋음!! 사장님 엄청바쁘신가운데에서 왕친절하심!!!! 다요 트하고건강한키토김밥!!/김밥한줄 포장하는데 20분 대기.. 근데 점심시간이고 워낙 바빠보여서 아무말없이 기다림. 13분째기다릴 쯤 뒤에 사람들이 먼저 가져가고 그제야 영수 증 주문 확인하고서는 배달이랑 겹치면 주문내역이 키오스크에서 안넘어올때가 있다고. 어절까요하는.. ? 가게측 오류이면 죄송하단말 먼저 했어야 하 는거 아닌가? 변명하기 바쁨. 그냥 가게측 오류다 죄송하다. 하면 이해하려고했는데 나보고 어절까묻는.... 환불해줄거면 내 기다린시간까지 보상.../맨날 병원 늦게 가서 지나가다가 그냥 보기만하고 집에갔는데 오늘은!! 병원 가기전에 먹었거든요 맛있드라구요잉 다른 메뉴도 먹어보고 싶네유 특히 특이한 김밥이 많아서 먹고싶숨둥/매번 맛있게 먹고갑니다 사장님 넘 친절하셔요 ^^/혼밥하기 좋은 집이 확실합니다./무난하니 괜찮아요~/떡볶이도 싱겁지않고 맛있고 신메뉴 치킨텐더 샐러드김밥도 맛있어요 ㅎㅎㅎ/김밥맛있어요/맛도 있고, 가볍게 혼밥 하기 좋네요./매장 깨끗하고 혼밥하는 사람도 적당히 있어서 너무 북적거리지 않고 혼밥 하기 좋아요 사장님 친절하십니당",160
4.52,45,/굿/좋아요~/굿/좋아요/좋아요~/좋아요~/굿/좋아요~/좋네/좋아요~,38
0.0,0,없음,4
4.42,105,"/맛있어요!! 👍 여기 알고 나서부터는 다른 초밥집 따로 안가게 되는 것 같아요^^/집앞이라 가끔 이용하는데 전화주문후 10분후 가지러갑니다. 직접 픽업하면 2000원 할인해줘요. 맛도 좋고 재료도 신선합니다. 40P 주문했는데,다양 한 종류의 초밥으로 구성되어 가족과함께 먹으면 각자 좋아하는 걸로 나눠 먹으니 만족스럽네요. 오늘은 사진찍을 새도 없이 먹어버려서 영수증을 올 립니다./포장으로 시텼더니 2000원 할인받아서 1.8 저렴한 가격에 초밥 먹었어요. 구성도 깔끔하고 맛있네요. 포장인데 서비스도 주시고 넘 감동이에요!!! 다음에 초밥시킬 일 있으면 또 먹어야겠어요 사장님 번창하세요^^/넘맛잇어요 역시 초봡 ㅠ/../굿/굿/굿/ㅇ/넘맛나네용",49
4.32,73,"/닭강정 여러가지 맛 있어서 좋아요/닭강정, 순살치킨 맛있어요 매운맛 더 매웠으면 좋겠어요/맛나요/맛나요/경기가 안좋아서 그런지 가격이 많이 올랐네요/굿/굳/굿굿/굿/좋아요",109
4.38,74,/굿/좋아요/좋아요./궂/친절하시고 맛있어요/좋아요/친절/좋아요/궂/굳,43
0.0,0,없음,1
4.7,21,"/아빠 환갑 기념으로 떡케이크 주문했는데 너무 예쁘고 예쁜만큼 맛도 있었어요!!💓 단호박설기로 주문했는데 부모님도 많이 안 달고 담백하니 맛있다 고 하셨어요 :) 주인공 아빠 입맛 취향 저격✨ 떡이 촉촉하고 쫀득쫀득하니 씹을때마다 은은한 단호박 단맛이 나서 넘 매력적이더라구요ㅠㅠ 꽃 앙금도 예쁜데 부드럽고 적당한 단맛이 나서 넘 맛있었어요,, 떡이랑 앙금이랑 같이 한 입 먹으면 이 곳이 천국😇 떡케이크 처음 주문해봤는데 너무 만.../친구가 여기 케이크 너무 맛있고 부드럽다고 하길래 언제 한 번 먹어 버려야지 벼르고 있다가... 초코를 좋아하는 친구 생일에 오레오가나슈케이크 주문 했어요 🤤 완전 부드러운 크림 + 찐~한 가나슈 + 오레오 조합 진짜 미친 녀석이에요,,,,,, 저는 이렇게 보들보들 촉촉한 케이크 겨드랑이에 털 나고 첨 먹 어 봐요 🥰 저는 사실 초코를 별로 안 좋아하는 편인데도 이 미친 조합에 정신 놓고 와구와구 퍼 먹었고,,, 초코쟁이인 친구들은 지금까지 먹었던 .../항상 케이크 주문은 스윗하모니에서 해요😍!! 일단 사장님께서 너무 친절하시고 원하는대로 잘 만들어주셔서 올때마다 만족도 최상입니다👍🏻👍🏻 그리구 제가 주문한 케이크는 크림치즈?맛이었는데 케이크 속까지 알차게 맛있었어요 넘 감사합니다 또 방문할게요>_<♥️♥️/기존에 브랜드 카페에 비해 메뉴들이 다들 특색있어서 너무 좋았어요 :-) 특색이 있다고 해서 막 튀거나 독특하지도 않고 너무 맛있게 먹었습니다-! 사장님도 너무 친절하시고 메뉴들도 예쁘게 포장돼서 선물하기도 좋은 것 같아요! 저는 모카케이크랑 로투스케이크 먹었는데, 다음에는 기념일에 주문제작 해보려구요!! 기념일에 선물하기도, 가볍게 먹기에도 다 좋은 것 같아요 :-)/휘낭시에 맛집이에요!!! 레터링케익과 디저트맛집! 꼭 한번씩 가보셔요!!!/케이크 주문했는데 너무 예쁘고 너무 맛있어요!! 다른 디저트도 엄청 맛있어요 케이크나 디저트 별로 안좋아하시는 분들도 여기서 드시면 계속 생각나실거예요ㅠㅠㅠㅠ스윗 하모니 짱❤️❤️❤️❤️/색감도 너무 예쁘고 진짜 맛있어요!! 너무 달지도 않아서 특히 어른분들께 선물하기 좋을 것 같아요!!👍👍 사장님도 짱 친절하시구 최고입니당🥰/원하는대로 케이크 디자인이 예쁘게 나와서 1차 만족, 맛있어서 2차 만족, 가격도 합리적이어서 3차 만족,, 사장님도 친절하셔서 첫 주문 제작 케이크 기분좋게 성공했네요💖 다른 메뉴들도 많던데 다음에 또 주문해야겠어요!! 감사합니다 >,</사장님이 넘 넘 친절하시고 가게도 엄청 청결했어요 >__< 일단 케이크가 넘 예쁘고 .... 딱 제가 원하는 대로 만들어주셔서 완존 만족이에요 ㅠㅠㅠㅠ 다음에 또 주문할게요 ㅎㅎㅎ/🍓딸기찹쌀떡 맛집🍓 딸기찹살떡 먹고 싶으시다면 무조건 스위트하모니! 너무너무 맛있어요ㅜㅜ 지인 추천으로 먹게됐는데 또 주문하려구요♥ 사장님 너무 잘먹었습니다 최고💕💕👍🏻👍🏻 번창하세요~~!!",20
4.44,114,"/진짜로 맛있어요 소사에서 다른 마라탕집 다니다가 얼마전에 여기 도전 해봤는데 이제 여기로 정착합니다... 직원분도 친절하시고 그리고 무엇보다 재료 상태가 다 깨끗해요! 솔직히 다른곳은 대충 씻어서 진열한거 같은 그런곳 많았는데 여기는 넘 깨끗해요 더 안심되고 좋아요 ㅠㅠ 맛도 두말 할거 없고 면 퍼진거 싫어하는데 딱 좋아욤,, 계란볶음밥도 존맛돌희 꿔바로우는 없는게 슬프지만ㅠ 계란볶음밥이랑 같이 먹어도 개맛있어요/예전이랑 많이 달라져서 속상해료/좋아요/정말답이 없다 여기는 장소가 작으면서 손님을 응대하슨 태도가 진짜 답없다 일하는 직원이 한국사람 아니고 말도 제대로 못한다.한국사람이 아니라서 멀 바라는건 없는데 너무 메뉴가 나오는데 느리고 진짜 답답하고 안심콜도 없고 QR코드 인식도 없고 그냥 명부작성하는데 요즘 명부작성하면 개인정 보 유출 우려가 있어서 안심콜 qr로 대체하는데 전혀 언급도 없고 그냥 답이없다 아 진짜 이렇게 장사해도되는건지 전혀 한국장사방식에 사전정.../마라탕에 중독됐어요.. 첨 먹어본 마라탕이 이가게인데 넘 맛있어서 일주2-3번 가요.. 계란볶음밥도 엄청 꼬소하니 맛있고 멘보샤도 새우향 그득! 넘 자주 가니 언제부터 매번 음료수 서비스 주십니다^^ 사장님 두분 넘 친절하세요../좋아여/좋아여/일반 마라탕은 너무 특유의 향이나는ㄷㅔ 여긴 그런게 없어서 자쥬 먹어욤 너무너무 맛있음요! 🥰/쪼오오오오온맛탱입니다 와... 마라탕 다른집에서 한번 이집이 두번째 먹어보는데 너무 맛있네요 앞집도 맛있다 생각했는데 여기가 더 맛있어요 ㅋㅋ 멘보샤도 굿굿굿!!! 밥은 좀 고들밥이라서 .. 제입에는 별류.../굿",85
4.5,114,/굿/굳/굿~/가깝고 편해요/굿/종류 다양해서 좋아요/좋아요/청결/굿/맛있어요,128
4.1,10,/굿/굿/군/친절해요/맛있어요!/굿/친절해요/굿/맛나요,9
4.55,20,/맛나요/맛나요/굿!/맛나요/맛있어요/맛나여/양이믾아요/배달까지 20~25분 정도 걸리신듯해요 엄청빠르고 바삭하고 맛있어요!/맛있어요/가질러왓다고 여러가지 서비스 챙겨주심,13
4.4,18,/두번째 방문 진짜 안먹을수없는 맛 감사합니다!!❤️❤️❤️/사장님이 엄청 친절하시고 떡볶이 좋아하는 여자친구가 너무 좋아해요ㅠㅠㅠㅠㅠㅠ감사합니다 자주 주문해서 먹을게요❤️❤️❤️/부천페이가 안되는건 아쉽지만 맛있어요/적지만 맛은 있어요/맛있네요/친절해요/맛있어요/다른 곳 로제떡볶이에 비해 이것 로제떡볶이가 좀 덜 자극적이고 로제 느낌에 가까운 것 같아요. 닭강정도 맛있었습니다/제가 먹어본 로제떡볶이중에 최고였어요 전혀 느끼하지않고 고소해요 일하시는분들도 친절하세요 자주 먹으러 갈것같네요,11
0.0,0,/너무 이뻐요. 감사합니다 ❤🧡💛 다음번에도 잘 부탁드려요~~/엄마생신이라 일반케익 항상 버려서 떡 케익주문해봤는데 정말 맞추기잘했어요 넘 이쁘고 먹기 아까웠습니다. 앞으로 생일때마다 이용할께요 정성을 다해 만든케익이라 넘 좋았습니다/실물이 더 예뻐서 만족스러웠습니다! 다음에 또 주문할게요!!/꽃이 너무 예쁘고 맛도 좋습니다/예약하고 픽업했는데 실물이 훨씬 예뻤어요 ㅜㅜ 색감이 너무 고움.. 떡도 너무 달지않아서 부모님 맛있게 드셨고요. 꽃 하나하나가 너무 예뻐서 감탄하면서 먹었습니다./늦은 시간에 상담도 해주시고ㅠㅠ 너무너무 마음에들어여 자주 이용 하겠습니다 ㅎㅎ 짱짱!!,6
4.35,37,/부어치킨 진짜진짜맛있어요. 그래서 먹다가 사진찍었어요..^^ 사진은 맛쇼킹이랑 닭강정맛인데요. 닭강정도 맛있어서 항상 시키는 맛입니다. 그리고.. 특히 맛쇼킹은 정말 맛있어요. 꼭 먹어보세요 꼬오오옥 너무 맛있음 진짜 쇼킹한 맛이에요. 전화주문했었는데(두마리세트.. 사장님 너무 친절하시고 그렇습니다. 부어치킨 소사점 흥해라 흥/./진짜맛있고 친절해요/👍/포장 찾으러 갔는데 마스크도 안쓰고 조리하시고../굳/좋아요/그냥그래요/맛있어요/눈많이와서 포장해갔는대 마싯었어용 ㅎㅎ,22
4.33,125,/긋/청결하지 않음. 친절하지 않음. 매번 전화하며 웃고 떠드느라 손님이 와도 보는둥 마는둥 먼저 인사해도 절대 인사 안함. 예전 빵집이 다시 돌아왔으면/굿/좋아요/떡이 맛있어요/굿/좋아요/쫄깃쫄깃 맛있는 떡들~~♡/굿/좋아요,83
4.83,25,"/왕갈비 맛있어요 :)/고기도 냉면도 맛있고 사장님도 친절해요/왕갈비 맛있네요 ㅎㅎ/좋아요/좋아요/사장님 친절하시고 평일낮에가면 갈비시켰을때 냉면,밥,국 공짜로 먹을수있어요 오예/좋아요/최고예요!! 음식도 깔끔하게 나오고 사장님도 너무 친절하시고.. 근처 아버지가 계셔서 밥먹으러 간거였는데 너무 맛있었습니다!!!/굿/좋아요",14
5.0,0,/매주맛 굿이에요/간단하게 술한잔하기 좋아요/처음 와보았는대 술한잔하기 좋아요/한잔하기 좋았어요/생맥도 좋고 안주도 싸고 맛있어요/굿 이네요/술한잔하기 좋아요/좋아요/좋아요/좋아요,18
4.54,103,/좋아요/ㄱㅅ/좋아요/ㄱㅅ/../콘소메이징 맛나요 가루가 뭉쳐서 좀 아쉬웠네요/좋아요/좋아요/가루뿌린 치킨은 안좋아하는데 콘소메이징은 맛나요/푸라닭~ 최고!!!,65
4.48,86,"/마라샹궈 맛있네요/매장은 청결하고, 야채는 너무 신선하고, 맛은 얘기할 필요도 없고.. 다시 갈 이유가 너무 충분해요../맛있어요 매장도 깔끔해용/굿/ㅎ/비오고 으슬으슬 찬바람 불때 너무 생각이 나 먹고왔어요.. 여기에서 마라탕 입문하고 다른곳에서도 먹어봤는데 역시 여기가 국물이 찐하고 더 맛있어 요! 쿼바로우도 참 맛있는것 같아요! 비오는날 유난히 매장이 붐비는 느낌이 있네요~ 배달서비스랑 포장손님까지 겹쳐 홀이 정신없긴 하지만 맛은 진짜 최고인듯 합니다./좋아요/ㅋ/굿/😊",82
0.0,0,/좋아요,1
0.0,0,/사장님이 너무 시끄러워서 먹다가 빨리 나왔어요 음악이라도 있었음 조금은 낫지 않았을까… 아쉬웠어요ㅜㅜ/주인분 정신세계 특이함 매운 소스 좀 달랬더니 승질을 내질 않나 트림을 크게 몇번을 하질 않나… 친구랑 어이가 없어서 후딱 먹고 나옴. 다시는 안감./보쌈에 나오는 수육은 너무 말라서 한점먹고 못먹었네요. 신경좀 써주셔야 할거 같습니다./좋아요/좋아요/좋아요/고기가 깍둑썰기라 퍽퍽해요 족발이아니고 사태반 껍데기 반 같아요/좋아요/맛있어요,9
4.5,34,"/저번에 먹고 너무 맛있어서 이번에 또 먹으러 왔어요! 갈때마다 양도 많고 진짜 맛도리입니당,,,♡ 닭갈비도 맛있고 닭목살도 진짜 너무너무 맛있어요! 다음에 또 먹으러 갈게요~!~!~!ᕕ[ ・ ▾ ・ ]ᕗ/두번째 방문인데 여러분 가셔서 닭목살 꼭 시켜드세요 진짜 가성비 미쳐씀미다,, 그리고 열무국수 비빔국수 둘다 존맛탱! 음식 나오마자마자 먹느라 바빠서 사진은 없어여,, 동네 닭갈비 맛집 인정/맛있게 잘 먹었어요~/숯불닭갈비 엄청 부드럽고 양도 많고 파김치가...진짜....같이 싸먹으면 꿀맛입니다..파김치에 싸먹은 닭갈비..종종 생각나욤..진짜 넘나 맛있구 국수도 맛있고 양 많은데 3천원;;;ㅎ 사장뉨 짱!!!!! 재방문각 별 오천만개☆☆☆☆☆/정말 맛있게 먹은 닭갈비집!!! 숯불에 구워서 더 맛있는데다 살이 부드럽고 촉촉해요 계란찜도 엄청 부드러워서 막 퍼먹었는데 간이 좀 쎈듯 밑으로갈수록 짜요 그래도 맛있어요 열무국수 살얼음 동동 진짜 존맛탱구리구요 이렇게 리뷰 길게 쓴적 잘없는데 너무 맛있게먹어서 요거 보시는분들 꼭 추천이요/다른곳보다 양이 많아요~ 담백하게 잘먹었습니다. 비빔국수.유부국수 3000원에 맛있습니다. 음식이 조금늦게나온다는~/닭 육질도 부드럽고 너무 맛있어요!! 열무냉국수도 너무 맛있고 닭갈비 나오기전에 먹어보라고 주신 닭똥집도 너무 맛있어요!!! 소사역 맛집이네요/여기 닭갈비 진짜 맛있어요,, 처음 왔는데 너무 맛있고 배부르게 잘 먹고 갑니다😊 그리구 비빔국수 진짜 추천!! 진짜진짜 추천!!/좋아요/너어무 맛있게 잘 먹었습니다🥰 특히 저녁에 알바하시는 여자분 넘 친절하셔서 저희 카페로 데려오고 싶었어요...😊ㅋㅋㅋㅋ 아! 그리고 주먹밥같은 메뉴가 추가되면 엄청 좋을것같아요!ㅎㅎ 잘먹었습니당 감사합니다 :)!!",34
4.95,27,"/로제떡볶이 부드럽고 맛있어요🥺 1-2인분 짜리라는데 저흰 셋이서 배터지게 먹어요... 소시지가 진짜 뽀득하니 맛있습니다 여기는 치즈도 그렇고 토핑이 퀄리티가 다 좋아서 뭘 추가해도 만족돼요!! 치즈볼 5개 들어있는데 포장해오는 길에 집어먹어서 사진에는 2개,,, 쫀득하니 존맛/사장님 ㅠㅠ 너무너무 친절하시고 자상하셔서 포장 기다리는 동안 너무너무 좋았어요 ㅠㅠ 수험생이라서 이쁘게 봐주신건지 서비스도 정말 많이 주시 고 간식거리도 이것저것 챙겨주시고ㅠ 정성이란 정성은 다 느꼈어요.. 맛도 역시 맛있구 정말정말 감사합니다!! 앞으로 정말 많이 방문하겠습니다 행복 하세옹!!/매운맛 맛있어요/다른 떡볶이도 맛있지만 정말정말 로제떡볶이 2단계 너무 너무 맛있어요!! 음식도 정말 맛있고 사장님도 친절하시고 매장도 청결해요. 떡볶이 좋아하는 지인에게 맛 보여주고 싶어서 또 갔는데 역시 맛있게 식사했어요! 모듬튀김도 다양하고 맛있어요!! 서비스도 주셔서 너무너무 감사해요! 번창하세요:)/맛있어요/좋아요/가끔 떡볶이 생각날때 마다 사먹는데 사장님 친절하고 좋아요 애기먹을 메뉴도 많아서 좋아하고 맛있어요/3번째 사먹는 떡볶이!! 로제떡볶이 신라면정도 매운맛으로 모둠튀김이랑 날치알 쿨피스세트 완전 맛있어요!! 일하면서 스트레스받을 때마다 완전 당겨요. 엄마랑 매번 포장해서 먹는데 사장님은 늘 친절하시고 가게도 깨끗하고 맛있어요😆😆😆 추석때 못 시켜서 끝나자마자 퇴근하고 바로 가서 먹을정도로 맛있어요👍👍/오늘 방문포장으로 처음 시켜봤는데 사장님이 진짜 너무너무 친절하셨구 따로 포장할 용기 갖고 가도 되냐고 여쭤봤는데 흔쾌히 된다고 해주셨어요!! ㅠㅠ떡볶이에 스파게티면 사리,분모자사리,중국당면 사리 서비스로 넣어주시고 쿨피스도 서비스로 주시고… 추석선물이라고 음료수 2개도 쥐어주시 고 .. 사장님.. 이런식이시면 진짜 부천 최고 떡볶이 집밖에 못해요.. 시켜먹으면서 이렇게나 기분 좋았던 적이 없는것 같아요.. !!!! 3명이서 먹었는.../맛있어요",32
4.51,56,/굿/굿/굿/:)/굿/사장님 친절하시고 커피도 맛있어용♡/굿/저렴하고 맛있어요/^^/적당한 달달함~♡,20
4.67,10,없음,12
4.5,132,/자주 포장해 가는데 항상 맛있어요/조아요/좋아요/세트메뉴/굿/좋아요/맛있어요/좋아요/굿/좋아요,50
4.58,13,/어우 제육 넘 맛있음/술안주로 늘 맛있게 먹고 있어요~/늘 맛있는 제육/언제나 맛있어요😊 근데 오늘은 비계가 많았음 ㅠ/비싼 술에 안주로 맛나게 먹었어요 ㅋㅋ🥳/뭔 제육이 이렇게 맛있는지; 또 먹고 싶음. 술 안주로 제격임! 🤪/막걸리 안주로 시켜 먹어봤는데 무지 맛있었다😋 순한맛임에도 맵찔이는 힘들듯 나는 또 먹고싶은 맛이다. 중독성 굿/제육 넘 맛있음👍🏻/ㅇ/맛있어요,15
0.0,0,/기본 안주로 계란후라이. 모든 안주가 맛나요. 조용히 얘기하기도 좋고 편해요/좋아요/굿,3
4.16,66,/언제나 맛있어요/언제나 믿고 먹을수 있어요/더워서/가성비 굿/그냥 그래요~/굿/양도 많고 맛있어요~/좋아요/굿/좋아요,26
4.52,41,/늦은 심야 시간에 치킨 튀겨주셔서 감사해용~ 🤗 생각보다 금방 배달 왔음! 🛵 저번에는 리뷰 이벤트 참여했었는데 까묵었네용.. 😭 다음 기회에~ 또~ 😋/다양해서 좋아용/넘 맛있습니다!!/맛나네요~~ 처음 시켜본곳~~^^/워크맨보고 궁금해서 포장했는데 맛있네요. 포장 할인도 해주시고 사장님도 친절하세요~/맛있어요/정말굿/굿/맛나요,38
4.5,16,/굿/좋아요/좋아요/좋아요/좋아요/좋아요/좋아요/좋아요/좋아요/좋아요,15
4.6,48,/깔끔하게 잘 먹었습니다. 고수 좋아해서 많이 먹었어요 ㅎㅎ/매장이 깨끗해서 좋아요~가게 일찍 열어서 좋아요~다른 곳은 너무 늦게 염..../소사근처 중엔 제일 맛있어요 꿔바로우 바삭바삭한 편이에요 짱짱 존맛..........매일 먹구 싶엉용🤬/상하이에서 먹던 그맛이네요 마라샹궈 ^^ 자꾸 생각나는 맛입니다/포장해서 집에서 먹었는데 아이가 여기 넘 맛있다고 좋아하네요/마라가 좀 약한데 괜찮았엉ㅅ/잘먹었습니당!/음식 맛있게 잘 먹었습니다!!/혼밥하러 자주와요. 재료 손질 잘해놓으시고 깔끔해요~/ㅈ,37
