상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도
77뽕수타짜장짬뽕,중식,중국음식/중국집,중식 음식점업,대야동,37.4590550414028,126.784655591911
홍종흔베이커리,제과제빵떡케익,제과점,제과점업,대야동,37.337953472647,126.925190249343
토종한우,한식,갈비/삼겹살,한식 음식점업,대야동,37.4524770725578,126.788130086822
명칭없음,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4400585942542,126.788805008221
카페담다,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3153433936893,126.918032471545
온도,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3236113324723,126.89229033146
샐럽데이,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400585942542,126.788805008221
킹콩부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,대야동,37.4425207979005,126.785522024285
떡군이네떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,대야동,37.4401306659467,126.788803846525
수유리혼밥왕,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400585942542,126.788805008221
믿음밥집,양식,정통양식/경양식,서양식 음식점업,대야동,37.4451519568983,126.787287663672
푸드스토리,한식,한식/백반/한정식,한식 음식점업,대야동,37.4461305433408,126.7843109479
BHC치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4503833110465,126.795736117413
봉명동내커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4425632880204,126.785272722495
이디야커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3266576365843,126.917678436622
배달은돼지삼형제,한식,갈비/삼겹살,한식 음식점업,대야동,37.4400585942542,126.788805008221
치킨플러스,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.3279436976563,126.918393424393
폼드팡베이커리,제과제빵떡케익,제과점,제과점업,대야동,37.4430281272874,126.791943953422
묵스버거,양식,정통양식/경양식,서양식 음식점업,대야동,37.4500818414308,126.796215627262
고놈참맛있겠다,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400585942542,126.788805008221
소울푸드,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400585942542,126.788805008221
홍콩포차,유흥주점,호프/맥주,기타 주점업,대야동,37.4453653485203,126.786131506481
주스이야기,한식,한식/백반/한정식,한식 음식점업,대야동,37.4407251797368,126.792308691283
장군갈비,한식,한식/백반/한정식,한식 음식점업,대야동,37.4446642301389,126.785419570589
정상회담,일식/수산물,횟집,한식 음식점업,대야동,37.4447924412722,126.788254053488
옛골뼈해장국,한식,한식/백반/한정식,한식 음식점업,대야동,37.4473674621104,126.787184091097
정담기지떡,제과제빵떡케익,떡전문,제과점업,대야동,37.315165944047,126.919321130322
보영만두,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.3166205432199,126.923700259424
갓구운제빵소,제과제빵떡케익,제과점,제과점업,대야동,37.3268673326225,126.917946231839
지금보고싶다,유흥주점,호프/맥주,기타 주점업,대야동,37.4432368246221,126.790324585029
오징어나라,일식/수산물,낙지/오징어,한식 음식점업,대야동,37.4523164381763,126.795332152115
백투더북샵,한식,한식/백반/한정식,한식 음식점업,대야동,37.4470040361376,126.788647832813
백경,한식,한식/백반/한정식,한식 음식점업,대야동,37.4401306659467,126.788803846525
비니즈,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4497358806615,126.799408271877
을찌로국물떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,대야동,37.4401306659467,126.788803846525
대야식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.3288193326666,126.916598038605
좋은아침페스츄리시그니처점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.314878258848,126.916437141407
훙푸푸마라탕,중식,중국음식/중국집,중식 음식점업,대야동,37.4401306659467,126.788803846525
히스베이커리,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400585942542,126.788805008221
촌놈생고기,한식,기타고기요리,한식 음식점업,대야동,37.4548879526551,126.816189336161
으뜸장어,일식/수산물,곰장어전문,한식 음식점업,대야동,37.4508621367861,126.796745615429
마라영웅,중식,중국음식/중국집,중식 음식점업,대야동,37.4446227113537,126.786640748926
감성낙곱새시흥,일식/수산물,수산물전문음식점-종합,한식 음식점업,대야동,37.4439960284695,126.787035100293
으뜸장어,일식/수산물,민물장어전문,한식 음식점업,대야동,37.448317774866,126.791994511142
위드아이스,패스트푸드,아이스크림판매,제과점업,대야동,37.44513927132,126.787807717722
알쭈,일식/수산물,수산물전문음식점-종합,한식 음식점업,대야동,37.4442932678421,126.788781947878
BBQ치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4517475798704,126.796098514826
어쩌다분식,분식,국수/만두/칼국수,분식 및 김밥 전문점,대야동,37.3156309261197,126.923872314982
스콜피오사주타로,커피점/카페,사주카페,비알콜 음료점업,대야동,37.4485851475202,126.793470720536
리프레시,패스트푸드,아이스크림판매,제과점업,대야동,37.4401306659467,126.788803846525
개봉돈가왕족발,한식,족발/보쌈전문,한식 음식점업,대야동,37.4451519568983,126.787287663672
착한낙지,일식/수산물,낙지/오징어,한식 음식점업,대야동,37.4400902792275,126.79190078374
더우거지국밥,한식,한식/백반/한정식,한식 음식점업,대야동,37.4457765083252,126.798149310491
옛날통닭,한식,한식/백반/한정식,한식 음식점업,대야동,37.4440721582256,126.787429403082
산촌쭈꾸미,일식/수산물,수산물전문음식점-종합,한식 음식점업,대야동,37.4400585942542,126.788805008221
형제들감자탕,한식,해장국/감자탕,한식 음식점업,대야동,37.4419129772991,126.791272546892
이자카야미치,일식/수산물,음식점-일식,일식 음식점업,대야동,37.4432368246221,126.790324585029
BBQ치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.3155994769443,126.91844622677
민속주점뜨락,유흥주점,호프/맥주,기타 주점업,대야동,37.4451519568983,126.787287663672
호다식탁,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4423096907839,126.786022664866
가사명가,중식,중국음식/중국집,중식 음식점업,대야동,37.4470588205879,126.790477770143
정오의커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4474104504933,126.80199955982
달콩,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4430001733574,126.792735455711
욜로,유흥주점,호프/맥주,기타 주점업,대야동,37.442956983794,126.786758055371
BHC치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4401306659467,126.788803846525
가장맛있는족발,유흥주점,호프/맥주,기타 주점업,대야동,37.4426257185066,126.790481332871
100년장어촌,한식,한식/백반/한정식,한식 음식점업,대야동,37.448009040436,126.807731187089
슬램,유흥주점,호프/맥주,기타 주점업,대야동,37.4455752232628,126.786388041575
대박포차,유흥주점,호프/맥주,기타 주점업,대야동,37.4425620574058,126.786029888048
굽네치킨,유흥주점,호프/맥주,기타 주점업,대야동,37.4451519568983,126.787287663672
미스터보쌈앤미스터삼겹앤스탠딩스테이크,한식,한식/백반/한정식,한식 음식점업,대야동,37.4419321668913,126.78698931439
드림푸드,한식,한식/백반/한정식,한식 음식점업,대야동,37.4433507024995,126.790006329023
문사케,한식,한식/백반/한정식,한식 음식점업,대야동,37.4439960284695,126.787035100293
별이빛나는바,한식,한식/백반/한정식,한식 음식점업,대야동,37.4520141644787,126.795732574214
카페더치즈케익,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4422174083537,126.789323940358
걸작떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,대야동,37.4460487398594,126.788629332726
프렌드유베이커리,제과제빵떡케익,제과점,제과점업,대야동,37.3441878596508,126.896694412167
형제네순대국,별식/퓨전요리,순대전문점,한식 음식점업,대야동,37.4482831269975,126.78685286463
진참치,일식/수산물,참치전문점,일식 음식점업,대야동,37.4457765083252,126.798149310491
기브닝커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4575549807275,126.800990020661
쿠킹타임,닭/오리요리,닭갈비전문,한식 음식점업,대야동,37.3166205432199,126.923700259424
픽미픽미플러스군포,패스트푸드,아이스크림판매,제과점업,대야동,37.3157151153886,126.919268140988
오야닭,음식배달서비스,야식집,이동 음식업,대야동,37.4425271821394,126.786143458294
위드아이스,패스트푸드,아이스크림판매,제과점업,대야동,37.4497358806615,126.799408271877
정은한우,한식,갈비/삼겹살,한식 음식점업,대야동,37.4524770725578,126.788130086822
파스토보이,양식,기타전문서양음식점,서양식 음식점업,대야동,37.4435438275091,126.793031842771
로우커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.4401306659467,126.788803846525
초심소고기해장국,한식,한식/백반/한정식,한식 음식점업,대야동,37.4419129772991,126.791272546892
가온풍천민물장어직판장,한식,한식/백반/한정식,한식 음식점업,대야동,37.4561605335876,126.787076009071
행운식당,한식,한식/백반/한정식,한식 음식점업,대야동,37.4565647754628,126.786956452174
문성푸드,유흥주점,호프/맥주,기타 주점업,대야동,37.4421043806371,126.787088239711
샐러드20,한식,한식/백반/한정식,한식 음식점업,대야동,37.4449794537271,126.788917799066
인싸푸드,한식,한식/백반/한정식,한식 음식점업,대야동,37.4400902792275,126.79190078374
가자가자,유흥주점,룸살롱/단란주점,일반유흥 주점업,대야동,37.4428016185816,126.790060374524
스페스,한식,한식/백반/한정식,한식 음식점업,대야동,37.4524663087687,126.796776427842
영화산장2,한식,한식/백반/한정식,한식 음식점업,대야동,37.4701986498455,126.780936768311
돈까스앤스파게티,한식,한식/백반/한정식,한식 음식점업,대야동,37.4451519568983,126.787287663672
카페잼잼,한식,한식/백반/한정식,한식 음식점업,대야동,37.4449492196392,126.797427976274
서군막창,한식,한식/백반/한정식,한식 음식점업,대야동,37.4426932450056,126.785643544596
청담꽈배기,패스트푸드,도너츠전문,제과점업,대야동,37.447728084464,126.788082385881
달구움,한식,한식/백반/한정식,한식 음식점업,대야동,37.3434213574541,126.897597214587
스테프핫도그,패스트푸드,핫도그,"피자, 햄버거, 샌드위치 및 유사 음식점업",대야동,37.4451296315098,126.790384517584
당신은지금치킨이땡긴다,유흥주점,호프/맥주,기타 주점업,대야동,37.4456920624348,126.785482061928
태리로제떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,대야동,37.4426253054195,126.785170013639
장수삼계탕,한식,한식/백반/한정식,한식 음식점업,대야동,37.4529020248854,126.78915173414
가영이네집밥,한식,한식/백반/한정식,한식 음식점업,대야동,37.4540057812931,126.820780729092
리마인더커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.328181177877,126.917758135138
대야김밥,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.4503833110465,126.795736117413
용궁단골식당,별식/퓨전요리,순대전문점,한식 음식점업,대야동,37.3156309261197,126.923872314982
꾸브라꼬숯불두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,대야동,37.4459373890939,126.788314694799
두거리우신탕,한식,한식/백반/한정식,한식 음식점업,대야동,37.4422304865193,126.791482151257
달다란오늘,한식,한식/백반/한정식,한식 음식점업,대야동,37.4466480219337,126.787320020131
솔라리스,한식,한식/백반/한정식,한식 음식점업,대야동,37.4429394216306,126.791199530523
욕쟁이할매닭발앤맥주,닭/오리요리,닭내장/닭발요리,한식 음식점업,대야동,37.4505889909368,126.796467443429
크로앙쥬군포,한식,한식/백반/한정식,한식 음식점업,대야동,37.3156309261197,126.923872314982
송이호프,유흥주점,호프/맥주,기타 주점업,대야동,37.4424319855359,126.785647767101
누루,분식,라면김밥분식,분식 및 김밥 전문점,대야동,37.3166205432199,126.923700259424
미각양꼬치,한식,기타고기요리,한식 음식점업,대야동,37.4435906025551,126.790556206749
놀떡,제과제빵떡케익,떡전문,제과점업,대야동,37.31543022867,126.922611619291
국수김밥메이드인헬퍼,분식,국수/만두/칼국수,분식 및 김밥 전문점,대야동,37.4403018734759,126.79232679508
까페숲,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,대야동,37.3420363889918,126.89691774666
도마교리시골집,한식,한식/백반/한정식,한식 음식점업,대야동,37.3258622791466,126.888263005568
라산야,한식,한식/백반/한정식,한식 음식점업,대야동,37.4445308031619,126.787342893956
투썸플레이스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2700798371081,127.034452596045
나고야스시덕,한식,한식/백반/한정식,한식 음식점업,인계동,37.2633228401102,127.030187071733
대구왕뽈찜,한식,한식/백반/한정식,한식 음식점업,인계동,37.2670574565869,127.025200888837
김명구낙지마을,일식/수산물,낙지/오징어,한식 음식점업,인계동,37.2635624130005,127.035246077998
영광김밥,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.2690616370532,127.022378869919
로마,양식,정통양식/경양식,서양식 음식점업,인계동,37.2750481552505,127.029348848484
10TAN,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.26583769132,127.032488633804
본수원갈비인계점,한식,갈비/삼겹살,한식 음식점업,인계동,37.2630847951607,127.03413603987
몽디알제과점인계점,제과제빵떡케익,제과점,제과점업,인계동,37.2696753114533,127.021401284022
드루와드루와포차,유흥주점,소주방/포장마차,기타 주점업,인계동,37.2674055945946,127.024801787152
컴바인네일커피,한식,한식/백반/한정식,한식 음식점업,인계동,37.264780856733,127.036594725202
노마세야,한식,갈비/삼겹살,한식 음식점업,인계동,37.2657310236478,127.031565494457
영분식,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.2651501844804,127.021200532708
킹콩부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,인계동,37.2671341787042,127.031254384285
전주콩나물국밥,한식,한식/백반/한정식,한식 음식점업,인계동,37.2596955663044,127.032894135409
명일회관,한식,한식/백반/한정식,한식 음식점업,인계동,37.2734834316788,127.020979899545
신춘향전,한식,한식/백반/한정식,한식 음식점업,인계동,37.2655485434159,127.032390863355
짱똘네야식,음식배달서비스,야식집,이동 음식업,인계동,37.2650640101255,127.031540213022
무연,한식,한식/백반/한정식,한식 음식점업,인계동,37.2630256380858,127.031307012177
희박나무집,한식,한식/백반/한정식,한식 음식점업,인계동,37.2732740305705,127.023993184587
비어타임,유흥주점,호프/맥주,기타 주점업,인계동,37.2735083555937,127.027282632857
공리짬뽕,중식,중국음식/중국집,중식 음식점업,인계동,37.2725056245215,127.035785947218
라블루,유흥주점,호프/맥주,기타 주점업,인계동,37.2652750832349,127.030906145262
코리안바베큐향원점,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2701833767825,127.020729477935
청정마을해물요리,한식,한식/백반/한정식,한식 음식점업,인계동,37.2633228401102,127.030187071733
이화정한정식,한식,한식/백반/한정식,한식 음식점업,인계동,37.2645385843396,127.028998958765
네네치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2693044289382,127.034394847783
진미,중식,중국음식/중국집,중식 음식점업,인계동,37.274704209986,127.020411577895
크리스피크림,패스트푸드,도너츠전문,제과점업,인계동,37.2651165396581,127.03355764865
리치리치,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2716519737444,127.036078716953
함흥냉면,한식,냉면집,한식 음식점업,인계동,37.264360898878,127.033713870097
신라참치해선스시,일식/수산물,음식점-초밥전문,일식 음식점업,인계동,37.2654439959159,127.031727011632
에스라이브카페,유흥주점,기타일반유흥주점,일반유흥 주점업,인계동,37.2683200544852,127.025331185179
함초꼬마김밥,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.2753367324682,127.022805140514
사계절,유흥주점,기타일반유흥주점,일반유흥 주점업,인계동,37.2650640101255,127.031540213022
스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2655346685802,127.032898389359
수원회관,한식,한식/백반/한정식,한식 음식점업,인계동,37.265196995,127.027975813001
수호정,한식,한식/백반/한정식,한식 음식점업,인계동,37.2682269844919,127.024971591039
큰집설렁탕,한식,설렁탕집,한식 음식점업,인계동,37.2666590659164,127.029355067363
뜰23,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2680066555556,127.025571994961
호소대,유흥주점,호프/맥주,기타 주점업,인계동,37.2685314476242,127.022554847369
스시정,일식/수산물,음식점-초밥전문,일식 음식점업,인계동,37.2671341787042,127.031254384285
커피넛,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2604709577827,127.031847045124
토기장이유황오리,닭/오리요리,오리고기전문,한식 음식점업,인계동,37.273770536786,127.020829598459
돼랑숯돌생고기,한식,갈비/삼겹살,한식 음식점업,인계동,37.2653403249857,127.021310815472
치코파닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2677778699606,127.02624015274
순두부마을,한식,순두부전문,한식 음식점업,인계동,37.2757845508418,127.02465988051
본능이백숙,닭/오리요리,삼계탕전문,한식 음식점업,인계동,37.2644790256113,127.026136064308
포동이네,일식/수산물,음식점-일식,일식 음식점업,인계동,37.2642499421266,127.030062441032
레브호텔커피숍,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2648095672019,127.027980792622
한잔콜,유흥주점,호프/맥주,기타 주점업,인계동,37.2668556936906,127.022587782557
영수사일식,일식/수산물,음식점-일식,일식 음식점업,인계동,37.2602471078695,127.033123829624
르빠,유흥주점,호프/맥주,기타 주점업,인계동,37.259213962314,127.031299460495
노가리,유흥주점,호프/맥주,기타 주점업,인계동,37.2769885397574,127.035232619799
뚱땡이회수산,일식/수산물,횟집,한식 음식점업,인계동,37.2661724065125,127.021683379829
개성집,한식,한식/백반/한정식,한식 음식점업,인계동,37.2652362459185,127.034976689195
씨에스아이,유흥주점,기타일반유흥주점,일반유흥 주점업,인계동,37.2649789808466,127.032161389886
카페에담,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.262258868995,127.031204093625
장보고참치,일식/수산물,참치전문점,일식 음식점업,인계동,37.2657087352934,127.026650126926
짱짱우동만두,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.26583769132,127.032488633804
BHC치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2595725567055,127.033279007898
전주옥콩나물,한식,한식/백반/한정식,한식 음식점업,인계동,37.269507870891,127.026229149016
고기랑,한식,한식/백반/한정식,한식 음식점업,인계동,37.2645047761659,127.035887963765
이천식당,한식,한식/백반/한정식,한식 음식점업,인계동,37.2716326214512,127.027103809641
호남수산,일식/수산물,음식점-일식,일식 음식점업,인계동,37.270323197927,127.034460763494
페리카나치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2762552187938,127.037023588769
봉평막국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,인계동,37.276625356266,127.029384977392
예천식당,한식,한식/백반/한정식,한식 음식점업,인계동,37.2699506400334,127.022006573842
아삼모사,한식,한식/백반/한정식,한식 음식점업,인계동,37.2662730243445,127.029529140156
애슐리,양식,패밀리레스토랑,서양식 음식점업,인계동,37.266303100253,127.034309152592
오케이팡팡,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2740658121106,127.020577709323
트로트라이브,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,인계동,37.2700915691252,127.025984855113
부산수산세꼬시,일식/수산물,횟집,한식 음식점업,인계동,37.2716326214512,127.027103809641
장터통닭,유흥주점,호프/맥주,기타 주점업,인계동,37.2737593384075,127.019476668365
진미대림음식점,한식,한식/백반/한정식,한식 음식점업,인계동,37.2746401142586,127.020288375091
설빙,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2646016832815,127.033406388255
스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2679270087441,127.027940721346
동태랑국수랑,한식,한식/백반/한정식,한식 음식점업,인계동,37.2666611782394,127.021947646246
어랑대구왕뽈찜,일식/수산물,해물찜/탕전문,한식 음식점업,인계동,37.2670574565869,127.025200888837
서가앤쿡,양식,기타전문서양음식점,서양식 음식점업,인계동,37.2646001210433,127.035424503056
황토방병천아우네순대,한식,한식/백반/한정식,한식 음식점업,인계동,37.2720673498459,127.036186175159
페리카나치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2655197807536,127.035491693993
K2노래,유흥주점,기타일반유흥주점,일반유흥 주점업,인계동,37.26430197891,127.026521667672
아상구베이커리,제과제빵떡케익,제과점,제과점업,인계동,37.2770623441068,127.027733052009
해피인,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,인계동,37.2577346143075,127.033313769718
보영만두,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.2665368460844,127.030935074215
TIMBERGARDEN,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2640488062687,127.030809116954
자매보신정,한식,기타고기요리,한식 음식점업,인계동,37.2731715345151,127.027963499139
인타임,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2654596332779,127.029235169577
한설참치,일식/수산물,참치전문점,일식 음식점업,인계동,37.2769885397574,127.035232619799
더하드룸,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2645673221597,127.030306404376
abba7080라이브,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2657831044024,127.028024651756
코리아노래방,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2647983486427,127.029908841681
솨노래방,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2641892049959,127.027053006911
주문진복요리,일식/수산물,복전문,한식 음식점업,인계동,37.2714094111383,127.027354738029
247클럽라운지,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2655647941348,127.028873038484
플레이24,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.264988609955,127.031135302783
청춘낭만비어,한식,한식/백반/한정식,한식 음식점업,인계동,37.27572390049,127.029340172048
이랜드파크,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.266303100253,127.034309152592
파파야7080라이브,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2653350129851,127.02832354471
코끼리아프리카까스까스,일식/수산물,음식점-일식,일식 음식점업,인계동,37.2656501362833,127.029390566099
쏘삼208인계,한식,기타고기요리,한식 음식점업,인계동,37.2647660734388,127.034779751435
배트맨,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2654482553531,127.027848565166
써브웨이,패스트푸드,패스트푸드,그외 기타 음식점업,인계동,37.2656322238893,127.033810370287
이가네양갈비양꼬치,한식,곱창/양구이전문,한식 음식점업,인계동,37.2657866203028,127.030651552299
빨간벽돌,한식,한식/백반/한정식,한식 음식점업,인계동,37.2633253974712,127.034910878908
제이네,한식,한식/백반/한정식,한식 음식점업,인계동,37.266550112752,127.023775560338
청기와집뼈감자탕해장국,한식,해장국/감자탕,한식 음식점업,인계동,37.2690631872457,127.02803886481
반칙,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2656063291639,127.02844407724
쉐프스,부페,종합부페,,인계동,37.2777225529953,127.032426746713
어반벨리801,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2659482446355,127.028383312222
반궁,중식,중국음식/중국집,중식 음식점업,인계동,37.266303100253,127.034309152592
얌샘김밥,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.2757304913013,127.024660577983
향미복집,일식/수산물,복전문,한식 음식점업,인계동,37.264391515007,127.029744946683
교촌치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2640464706939,127.034935500015
퇘랑숯불생고기,한식,갈비/삼겹살,한식 음식점업,인계동,37.2653403249857,127.021310815472
독도복요리전문점,일식/수산물,복전문,한식 음식점업,인계동,37.2748164329652,127.028562518263
인포멀커피바,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2581481371135,127.032090967812
수원손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,인계동,37.2739775162667,127.021886829724
대구막창,한식,곱창/양구이전문,한식 음식점업,인계동,37.2711165530728,127.02680601874
사계,일식/수산물,음식점-일식,일식 음식점업,인계동,37.2654171713442,127.029551397569
J홀덤펍,한식,한식/백반/한정식,한식 음식점업,인계동,37.2646889746587,127.030857284388
아재주물럭,한식,한식/백반/한정식,한식 음식점업,인계동,37.2639329240455,127.035376641717
구포국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,인계동,37.267027883991,127.021615939309
리프레쉬케익,제과제빵떡케익,제과점,제과점업,인계동,37.2655813561714,127.021037110406
자매보신저,한식,한식/백반/한정식,한식 음식점업,인계동,37.2727012587269,127.027755311394
TRATTORINSIKGU,양식,기타전문서양음식점,서양식 음식점업,인계동,37.2652114271831,127.026442314881
이광천의오감,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2645671830183,127.023710963323
스터디카페24365수원인계캠퍼스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2716519737444,127.036078716953
김밥하우스,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.2751598274406,127.030880929441
리셉션프로젝트,한식,한식/백반/한정식,한식 음식점업,인계동,37.2640149329283,127.027776796365
한식부페,중식,중국음식/중국집,중식 음식점업,인계동,37.2734093099489,127.028388914115
고집,한식,기타고기요리,한식 음식점업,인계동,37.2631673067044,127.031000798149
집에서숯불삼겹돼지,한식,갈비/삼겹살,한식 음식점업,인계동,37.2650999215485,127.028225096215
블라썸,한식,기타고기요리,한식 음식점업,인계동,37.265259000922,127.031143113077
한양손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,인계동,37.268367779494,127.022376565819
수원게판,일식/수산물,음식점-일식,일식 음식점업,인계동,37.2733592618287,127.027780676336
양화정,유흥주점,호프/맥주,기타 주점업,인계동,37.2639761366882,127.035150606942
코리아세븐수원,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2652114271831,127.026442314881
풍천민물장어직판장,일식/수산물,민물장어전문,한식 음식점업,인계동,37.2630790033393,127.034530705443
전싸롱,한식,파전전문,한식 음식점업,인계동,37.2649603430702,127.02988421506
온센,일식/수산물,음식점-일식,일식 음식점업,인계동,37.2658765048637,127.033931268377
리춘시장,중식,중국음식/중국집,중식 음식점업,인계동,37.2659971062363,127.032148359901
마리웨일237,제과제빵떡케익,제과점,제과점업,인계동,37.263905154451,127.033077065429
교대활화산조개구이,한식,한식/백반/한정식,한식 음식점업,인계동,37.2646800183154,127.029763793899
스무디킹,커피점/카페,생과일주스전문점,비알콜 음료점업,인계동,37.2641817912382,127.029443233729
오늘손칼국수찜,분식,국수/만두/칼국수,분식 및 김밥 전문점,인계동,37.2756356498898,127.029566823473
기장바다횟집,일식/수산물,횟집,한식 음식점업,인계동,37.2666929924683,127.032398768968
버거타운,패스트푸드,패스트푸드,그외 기타 음식점업,인계동,37.2672546468332,127.029460169259
세광양대창,한식,곱창/양구이전문,한식 음식점업,인계동,37.2652572536001,127.028730420967
인계수제비,분식,국수/만두/칼국수,분식 및 김밥 전문점,인계동,37.2652477389306,127.034176062301
영동통닭,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2706016890711,127.026654793417
평화다방,한식,한식/백반/한정식,한식 음식점업,인계동,37.2646016832815,127.033406388255
진마오,중식,중국음식/중국집,중식 음식점업,인계동,37.2777225529953,127.032426746713
탐라포차,유흥주점,소주방/포장마차,기타 주점업,인계동,37.2647792870711,127.031983556734
김양옥,한식,냉면집,한식 음식점업,인계동,37.2654229191269,127.026958214113
네꼬야,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2760351388033,127.035447755055
한밀손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,인계동,37.2767096293852,127.03087233727
봉구비어,유흥주점,호프/맥주,기타 주점업,인계동,37.2660473864674,127.031685462454
힐링클럽,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2660815047715,127.029249735705
x,별식/퓨전요리,순대전문점,한식 음식점업,인계동,37.2740962243725,127.027545685497
